,job,sex,year_x,count_x,perc,year_y,count_y,std
81,Apprentice - Mechanic,women,1920,0,0.0,47.483814544307265,1507.68828754945,3.5034799159481304e-05
82,Apprentice - Mechanic,women,1930,0,0.0,47.483814544307265,1507.68828754945,3.5034799159481304e-05
83,Apprentice - Mechanic,women,1940,0,0.0,47.483814544307265,1507.68828754945,3.5034799159481304e-05
84,Apprentice - Mechanic,women,1950,0,0.0,47.483814544307265,1507.68828754945,3.5034799159481304e-05
85,Apprentice - Mechanic,women,1960,200,2.3012972500000003e-06,47.483814544307265,1507.68828754945,3.5034799159481304e-05
86,Apprentice - Mechanic,women,1970,201,1.839618103e-06,47.483814544307265,1507.68828754945,3.5034799159481304e-05
87,Apprentice - Mechanic,women,1980,0,0.0,47.483814544307265,1507.68828754945,3.5034799159481304e-05
88,Apprentice - Mechanic,women,1990,0,0.0,47.483814544307265,1507.68828754945,3.5034799159481304e-05
89,Apprentice - Mechanic,women,2000,0,0.0,47.483814544307265,1507.68828754945,3.5034799159481304e-05
90,Athlete,men,1850,204,3.7734439075000006e-05,47.483814544307265,2818.5226504384323,5.402426940811099e-05
91,Athlete,men,1860,100,1.1856160116e-05,47.483814544307265,2818.5226504384323,5.402426940811099e-05
92,Athlete,men,1870,201,1.5309574447e-05,47.483814544307265,2818.5226504384323,5.402426940811099e-05
93,Athlete,men,1880,498,2.7202288837e-05,47.483814544307265,2818.5226504384323,5.402426940811099e-05
94,Athlete,men,1900,3417,0.00011509014333500001,47.483814544307265,2818.5226504384323,5.402426940811099e-05
95,Athlete,men,1910,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
96,Athlete,men,1920,3735,8.895300597200001e-05,47.483814544307265,2818.5226504384323,5.402426940811099e-05
97,Athlete,men,1930,7579,0.000155529912307,47.483814544307265,2818.5226504384323,5.402426940811099e-05
98,Athlete,men,1940,10153,0.000195132631474,47.483814544307265,2818.5226504384323,5.402426940811099e-05
99,Athlete,men,1950,8927,0.000146968475961,47.483814544307265,2818.5226504384323,5.402426940811099e-05
100,Athlete,men,1960,4387,5.0478955188000005e-05,47.483814544307265,2818.5226504384323,5.402426940811099e-05
101,Athlete,men,1970,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
102,Athlete,men,1980,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
103,Athlete,men,1990,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
104,Athlete,men,2000,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
105,Athlete,women,1850,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
106,Athlete,women,1860,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
107,Athlete,women,1870,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
108,Athlete,women,1880,200,1.0924613991000001e-05,47.483814544307265,2818.5226504384323,5.402426940811099e-05
109,Athlete,women,1900,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
110,Athlete,women,1910,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
111,Athlete,women,1920,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
112,Athlete,women,1930,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
113,Athlete,women,1940,748,1.4375968516000001e-05,47.483814544307265,2818.5226504384323,5.402426940811099e-05
114,Athlete,women,1950,155,2.551821863e-06,47.483814544307265,2818.5226504384323,5.402426940811099e-05
115,Athlete,women,1960,796,9.159163056e-06,47.483814544307265,2818.5226504384323,5.402426940811099e-05
116,Athlete,women,1970,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
117,Athlete,women,1980,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
118,Athlete,women,1990,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
119,Athlete,women,2000,0,0.0,47.483814544307265,2818.5226504384323,5.402426940811099e-05
120,Blaster,men,1850,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
121,Blaster,men,1860,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
122,Blaster,men,1870,300,2.2850111116000003e-05,47.483814544307265,4406.72983361095,4.994647332279881e-05
123,Blaster,men,1880,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
124,Blaster,men,1900,302,1.0171853464000001e-05,47.483814544307265,4406.72983361095,4.994647332279881e-05
125,Blaster,men,1910,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
126,Blaster,men,1920,2320,5.525327278500001e-05,47.483814544307265,4406.72983361095,4.994647332279881e-05
127,Blaster,men,1930,1011,2.0746898184000002e-05,47.483814544307265,4406.72983361095,4.994647332279881e-05
128,Blaster,men,1940,6971,0.000133977107653,47.483814544307265,4406.72983361095,4.994647332279881e-05
129,Blaster,men,1950,11950,0.00019673723398,47.483814544307265,4406.72983361095,4.994647332279881e-05
130,Blaster,men,1960,8858,0.00010192445522300001,47.483814544307265,4406.72983361095,4.994647332279881e-05
131,Blaster,men,1970,10522,9.630080439400001e-05,47.483814544307265,4406.72983361095,4.994647332279881e-05
132,Blaster,men,1980,12387,9.639475822300001e-05,47.483814544307265,4406.72983361095,4.994647332279881e-05
133,Blaster,men,1990,10256,6.8774203954e-05,47.483814544307265,4406.72983361095,4.994647332279881e-05
134,Blaster,men,2000,11083,6.5922227486e-05,47.483814544307265,4406.72983361095,4.994647332279881e-05
135,Blaster,women,1850,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
136,Blaster,women,1860,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
137,Blaster,women,1870,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
138,Blaster,women,1880,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
139,Blaster,women,1900,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
140,Blaster,women,1910,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
141,Blaster,women,1920,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
142,Blaster,women,1930,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
143,Blaster,women,1940,202,3.882280267000001e-06,47.483814544307265,4406.72983361095,4.994647332279881e-05
144,Blaster,women,1950,0,0.0,47.483814544307265,4406.72983361095,4.994647332279881e-05
145,Blaster,women,1960,100,1.1506486250000001e-06,47.483814544307265,4406.72983361095,4.994647332279881e-05
146,Blaster,women,1970,402,3.679236206e-06,47.483814544307265,4406.72983361095,4.994647332279881e-05
147,Blaster,women,1980,541,4.21002375e-06,47.483814544307265,4406.72983361095,4.994647332279881e-05
148,Blaster,women,1990,537,3.600989423e-06,47.483814544307265,4406.72983361095,4.994647332279881e-05
149,Blaster,women,2000,1187,7.060334207000001e-06,47.483814544307265,4406.72983361095,4.994647332279881e-05
150,Farm Advisor,men,1850,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
151,Farm Advisor,men,1860,100,1.1856160116e-05,47.483814544307265,3617.6466601191532,5.006611399997543e-05
152,Farm Advisor,men,1870,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
